epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,895.479,2.30546,3.6122,1.68847,0.24315,0.29372,0.17423,0.06101,2.26501,3.12837,1.71263,0.000665643,0.000665643,0.000665643
2,2210.63,2.34992,2.68034,1.7634,0.32343,0.28027,0.21532,0.07306,2.34715,2.51671,1.73548,0.00130593,0.00130593,0.00130593
